TA position	Plate	Row	Column	Well Hits	Location	Annotation
600125	12	E	12	1	gene	ID=gene556;Name=mmpL2;gbkey=Gene;gene=mmpL2;gene_biotype=protein_coding;locus_tag=ERDMAN_0557
740381	12	F	1	1	gene	ID=gene713;Name=mmaA1;gbkey=Gene;gene=mmaA1;gene_biotype=protein_coding;locus_tag=ERDMAN_0714
3802681	12	F	3	1	gene	ID=gene3722;Name=ERDMAN_3723;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3723
2142577	12	F	4	2	gene	ID=gene2096;Name=aao;gbkey=Gene;gene=aao;gene_biotype=protein_coding;locus_tag=ERDMAN_2097
4016782	12	F	4	2	intergenic/unannotated	NA
3783359	12	F	5	1	intergenic/unannotated	NA
1141655	12	F	6	1	gene	ID=gene1135;Name=mfd;gbkey=Gene;gene=mfd;gene_biotype=protein_coding;locus_tag=ERDMAN_1136
1333438	12	F	7	1	intergenic/unannotated	NA
1636634	12	F	8	1	gene	ID=gene1623;Name=ERDMAN_1624;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1624
3223188	12	F	10	1	gene	ID=gene3202;Name=smc;gbkey=Gene;gene=smc;gene_biotype=protein_coding;locus_tag=ERDMAN_3203
4355341	12	F	11	1	intergenic/unannotated	NA
1068204	12	F	12	1	gene	ID=gene1059;Name=ERDMAN_1060;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1060
2899585	12	G	1	1	gene	ID=gene2843;Name=ERDMAN_2844;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2844
2841654	12	G	3	1	gene	ID=gene2783;Name=ERDMAN_2784;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2784
1980215	12	G	4	1	intergenic/unannotated	NA
3898982	12	G	5	1	gene	ID=gene3826;Name=lipF;gbkey=Gene;gene=lipF;gene_biotype=protein_coding;locus_tag=ERDMAN_3827
3287323	12	G	6	1	gene	ID=gene3230;Name=fadD22;gbkey=Gene;gene=fadD22;gene_biotype=protein_coding;locus_tag=ERDMAN_3231
4131673	12	G	7	1	gene	ID=gene4060;Name=ERDMAN_4061;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4061
544525	12	G	8	1	gene	ID=gene494;Name=ERDMAN_0495;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0495
2056792	12	G	10	1	gene	ID=gene2009;Name=ilvG;gbkey=Gene;gene=ilvG;gene_biotype=protein_coding;locus_tag=ERDMAN_2010
760322	12	G	12	1	gene	ID=gene733;Name=ERDMAN_0734;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0734
316694	12	H	1	1	gene	ID=gene292;Name=ERDMAN_0293;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0293
3193012	12	H	2	1	gene	ID=gene3175;Name=viuB;gbkey=Gene;gene=viuB;gene_biotype=protein_coding;locus_tag=ERDMAN_3176
1746930	12	H	3	1	gene	ID=gene1724;Name=fadD11;gbkey=Gene;gene=fadD11;gene_biotype=protein_coding;locus_tag=ERDMAN_1725
2306724	12	H	4	2	gene	ID=gene2263;Name=ppm1;gbkey=Gene;gene=ppm1;gene_biotype=protein_coding;locus_tag=ERDMAN_2264
2556338	12	H	4	2	gene	ID=gene2513;Name=htpG;gbkey=Gene;gene=htpG;gene_biotype=protein_coding;locus_tag=ERDMAN_2514
3295830	12	H	6	1	gene	ID=gene3235;Name=ERDMAN_3236;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3236
2017920	12	H	7	1	gene	ID=gene1976;Name=PE18;gbkey=Gene;gene=PE18;gene_biotype=protein_coding;locus_tag=ERDMAN_1977
1167663	12	H	8	1	intergenic/unannotated	NA
3074867	12	H	10	1	gene	ID=gene3046;Name=ERDMAN_3047;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3047
3258669	12	H	11	1	gene	ID=gene3216;Name=ppsE;gbkey=Gene;gene=ppsE;gene_biotype=protein_coding;locus_tag=ERDMAN_3217
2254372	12	H	12	1	intergenic/unannotated	NA
2802570	13	A	1	1	gene	ID=gene2750;Name=accA1;gbkey=Gene;gene=accA1;gene_biotype=protein_coding;locus_tag=ERDMAN_2751
4129036	13	A	2	1	intergenic/unannotated	NA
3942534	13	A	3	1	gene	ID=gene3863;Name=ERDMAN_3864;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3864
1131209	13	A	5	1	gene	ID=gene1124;Name=pks16;gbkey=Gene;gene=pks16;gene_biotype=protein_coding;locus_tag=ERDMAN_1125
1746959	13	A	6	1	gene	ID=gene1724;Name=fadD11;gbkey=Gene;gene=fadD11;gene_biotype=protein_coding;locus_tag=ERDMAN_1725
2216604	13	A	7	1	gene	ID=gene2180;Name=ERDMAN_2181;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2181
3844171	13	A	8	1	gene	ID=gene3767;Name=ERDMAN_3768;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3768
1200498	13	A	9	1	gene	ID=gene1201;Name=cbs;gbkey=Gene;gene=cbs;gene_biotype=protein_coding;locus_tag=ERDMAN_1202
3190087	13	A	10	1	gene	ID=gene3170;Name=PPE45;gbkey=Gene;gene=PPE45;gene_biotype=protein_coding;locus_tag=ERDMAN_3171
70793	13	A	11	1	gene	ID=gene76;Name=ERDMAN_0077;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0077
1597335	13	B	1	1	gene	ID=gene1586;Name=ERDMAN_1587;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1587
3510020	13	B	2	1	gene	ID=gene3456;Name=nuoL;gbkey=Gene;gene=nuoL;gene_biotype=protein_coding;locus_tag=ERDMAN_3457
221182	13	B	3	1	intergenic/unannotated	NA
4286789	13	B	4	1	gene	ID=gene4197;Name=ERDMAN_4198;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4198
1381443	13	B	5	1	gene	ID=gene1384;Name=corA;gbkey=Gene;gene=corA;gene_biotype=protein_coding;locus_tag=ERDMAN_1385
850313	13	B	6	1	gene	ID=gene835;Name=ERDMAN_0836;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0836
2158891	13	B	7	1	gene	ID=gene2111;Name=PPE35;gbkey=Gene;gene=PPE35;gene_biotype=protein_coding;locus_tag=ERDMAN_2112
1655579	13	B	8	1	gene	ID=gene1641;Name=ERDMAN_1642;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1642
3095374	13	B	9	1	gene	ID=gene3065;Name=ERDMAN_3066;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3066
903807	13	B	10	1	intergenic/unannotated	NA
1827160	13	B	12	2	gene	ID=gene1800;Name=ERDMAN_1801;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1801
1827217	13	B	12	2	gene	ID=gene1800;Name=ERDMAN_1801;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1801
1529436	13	C	1	1	intergenic/unannotated	NA
2385796	13	C	2	1	gene	ID=gene2347;Name=cysQ;gbkey=Gene;gene=cysQ;gene_biotype=protein_coding;locus_tag=ERDMAN_2348
753464	13	C	3	1	gene	ID=gene724;Name=mkl;gbkey=Gene;gene=mkl;gene_biotype=protein_coding;locus_tag=ERDMAN_0725
3314609	13	C	4	1	gene	ID=gene3254;Name=ERDMAN_3255;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3255
1347502	13	C	6	1	gene	ID=gene1348;Name=ERDMAN_1349;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1349
3982558	13	C	7	1	gene	ID=gene3904;Name=fadE30;gbkey=Gene;gene=fadE30;gene_biotype=protein_coding;locus_tag=ERDMAN_3905
3754904	13	C	8	1	gene	ID=gene3680;Name=ERDMAN_3681;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3681
3404082	13	C	9	1	gene	ID=gene3345;Name=ERDMAN_3346;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3346
178502	13	C	10	1	gene	ID=gene173;Name=PE1;gbkey=Gene;gene=PE1;gene_biotype=protein_coding;locus_tag=ERDMAN_0174
4206312	13	C	11	1	gene	ID=gene4144;Name=ERDMAN_4145;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4145
3720069	13	C	12	1	gene	ID=gene3660;Name=ERDMAN_3661;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3661
65530	13	D	1	1	intergenic/unannotated	NA
221695	13	D	2	1	gene	ID=gene215;Name=ERDMAN_0216;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0216
2361621	13	D	3	1	intergenic/unannotated	NA
1128620	13	D	4	1	gene	ID=gene1122;Name=ksgA;gbkey=Gene;gene=ksgA;gene_biotype=protein_coding;locus_tag=ERDMAN_1123
3023174	13	D	5	1	gene	ID=gene2984;Name=fadE20;gbkey=Gene;gene=fadE20;gene_biotype=protein_coding;locus_tag=ERDMAN_2985
2760569	13	D	6	1	intergenic/unannotated	NA
3046430	13	D	7	1	gene	ID=gene3011;Name=ERDMAN_3012;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3012
579910	13	D	8	1	intergenic/unannotated	NA
1541257	13	D	9	1	intergenic/unannotated	NA
4257039	13	D	10	1	gene	ID=gene4176;Name=ERDMAN_4177;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4177
2367656	13	D	11	1	gene	ID=gene2330;Name=ERDMAN_2331;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2331
3997944	13	D	12	1	gene	ID=gene3920;Name=ERDMAN_3921;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3921
3119663	13	E	1	1	gene	ID=gene3093;Name=ERDMAN_3094;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3094
2745807	13	E	2	1	gene	ID=gene2701;Name=ERDMAN_2702;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2702
3139122	13	E	3	1	intergenic/unannotated	NA
3030235	13	E	4	1	gene	ID=gene2991;Name=ERDMAN_2992;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2992
1177191	13	E	5	1	gene	ID=gene1176;Name=ERDMAN_1177;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1177
741030	13	E	6	1	gene	ID=gene713;Name=mmaA1;gbkey=Gene;gene=mmaA1;gene_biotype=protein_coding;locus_tag=ERDMAN_0714
730085	13	E	7	1	gene	ID=gene695;Name=echA3;gbkey=Gene;gene=echA3;gene_biotype=protein_coding;locus_tag=ERDMAN_0696
3853674	13	E	8	1	gene	ID=gene3776;Name=ERDMAN_3777;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3777
4150037	13	E	10	1	gene	ID=gene4077;Name=ERDMAN_4078;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4078
3933231	13	E	11	1	gene	ID=gene3853;Name=fadD19;gbkey=Gene;gene=fadD19;gene_biotype=protein_coding;locus_tag=ERDMAN_3854
4163094	13	E	12	1	gene	ID=gene4087;Name=ligC;gbkey=Gene;gene=ligC;gene_biotype=protein_coding;locus_tag=ERDMAN_4088
3273224	13	F	2	2	gene	ID=gene3222;Name=fadD28;gbkey=Gene;gene=fadD28;gene_biotype=protein_coding;locus_tag=ERDMAN_3223
414205	13	F	2	2	gene	ID=gene378;Name=iniC;gbkey=Gene;gene=iniC;gene_biotype=protein_coding;locus_tag=ERDMAN_0379
2788417	13	F	3	1	intergenic/unannotated	NA
3067284	13	F	4	1	gene	ID=gene3036;Name=ERDMAN_3037;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3037
1806872	13	F	5	1	intergenic/unannotated	NA
2558648	13	F	6	1	gene	ID=gene2516;Name=ERDMAN_2517;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2517
3447284	13	F	7	1	gene	ID=gene3383;Name=ERDMAN_3384;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3384
830825	13	F	8	1	gene	ID=gene810;Name=ERDMAN_0811;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0811
3935153	13	F	9	1	gene	ID=gene3855;Name=ERDMAN_3856;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3856
2302725	13	F	10	1	gene	ID=gene2260;Name=pks12;gbkey=Gene;gene=pks12;gene_biotype=protein_coding;locus_tag=ERDMAN_2261
2110770	13	F	11	1	gene	ID=gene2060;Name=ERDMAN_2061;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2061
2854800	13	F	12	1	gene	ID=gene2799;Name=ERDMAN_2800;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2800
3729684	13	G	1	1	gene	ID=gene3664;Name=PPE55;gbkey=Gene;gene=PPE55;gene_biotype=protein_coding;locus_tag=ERDMAN_3665
2717328	13	G	2	1	intergenic/unannotated	NA
4144835	13	G	3	1	gene	ID=gene4073;Name=ERDMAN_4074;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4074
4288149	13	G	4	1	gene	ID=gene4199;Name=ERDMAN_4200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4200
2600546	13	G	5	1	intergenic/unannotated	NA
2249083	13	G	8	1	intergenic/unannotated	NA
2745107	13	G	9	1	gene	ID=gene2700;Name=ERDMAN_2701;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2701
770843	13	G	10	1	gene	ID=gene739;Name=ERDMAN_0740;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0740
1131762	13	G	11	1	gene	ID=gene1124;Name=pks16;gbkey=Gene;gene=pks16;gene_biotype=protein_coding;locus_tag=ERDMAN_1125
103245	13	G	12	3	gene	ID=gene109;Name=ERDMAN_0110;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0110
1772432	13	G	12	3	gene	ID=gene1747;Name=ERDMAN_1748;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1748
3868744	13	G	12	3	gene	ID=gene3793;Name=ERDMAN_3794;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3794
3907916	13	H	1	1	gene	ID=gene3836;Name=mce4D;gbkey=Gene;gene=mce4D;gene_biotype=protein_coding;locus_tag=ERDMAN_3837
903301	13	H	3	1	gene	ID=gene892;Name=purM;gbkey=Gene;gene=purM;gene_biotype=protein_coding;locus_tag=ERDMAN_0893
2046268	13	H	4	2	gene	ID=gene2001;Name=ERDMAN_2002;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2002
4320959	13	H	4	2	intergenic/unannotated	NA
3853674	13	H	5	1	gene	ID=gene3776;Name=ERDMAN_3777;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3777
1683648	13	H	6	1	intergenic/unannotated	NA
4211510	13	H	7	1	gene	ID=gene4149;Name=ERDMAN_4150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4150
3526476	13	H	9	1	intergenic/unannotated	NA
3067791	13	H	10	1	intergenic/unannotated	NA
192973	13	H	11	1	intergenic/unannotated	NA
1318112	14	A	1	1	gene	ID=gene1322;Name=pks4;gbkey=Gene;gene=pks4;gene_biotype=protein_coding;locus_tag=ERDMAN_1323
2343876	14	A	2	2	gene	ID=gene2307;Name=ERDMAN_2308;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2308
2750161	14	A	2	2	gene	ID=gene2705;Name=ERDMAN_2706;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2706
3735236	14	A	4	1	gene	ID=gene3664;Name=PPE55;gbkey=Gene;gene=PPE55;gene_biotype=protein_coding;locus_tag=ERDMAN_3665
1409629	14	A	6	2	gene	ID=gene1409;Name=amiB2;gbkey=Gene;gene=amiB2;gene_biotype=protein_coding;locus_tag=ERDMAN_1410
3138481	14	A	6	2	intergenic/unannotated	NA
3453427	14	A	7	1	intergenic/unannotated	NA
2693454	14	A	9	2	gene	ID=gene2644;Name=ERDMAN_2645;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2645
3033746	14	A	9	2	intergenic/unannotated	NA
2007189	14	A	10	1	gene	ID=gene1970;Name=malQ;gbkey=Gene;gene=malQ;gene_biotype=protein_coding;locus_tag=ERDMAN_1971
2044053	14	A	12	1	intergenic/unannotated	NA
291751	14	B	1	1	gene	ID=gene271;Name=fadA2;gbkey=Gene;gene=fadA2;gene_biotype=protein_coding;locus_tag=ERDMAN_0272
2687284	14	B	2	2	intergenic/unannotated	NA
2952635	14	B	2	2	intergenic/unannotated	NA
2207379	14	B	3	1	gene	ID=gene2169;Name=mce3F;gbkey=Gene;gene=mce3F;gene_biotype=protein_coding;locus_tag=ERDMAN_2170
3122945	14	B	4	1	gene	ID=gene3097;Name=ERDMAN_3098;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3098
4082136	14	B	6	1	gene	ID=gene4008;Name=ERDMAN_4009;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4009
1767789	14	B	7	2	gene	ID=gene1742;Name=ERDMAN_1743;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1743
4233208	14	B	7	2	gene	ID=gene4162;Name=fadE35;gbkey=Gene;gene=fadE35;gene_biotype=protein_coding;locus_tag=ERDMAN_4163
2557816	14	B	8	1	gene	ID=gene2515;Name=cut2;gbkey=Gene;gene=cut2;gene_biotype=protein_coding;locus_tag=ERDMAN_2516
1837241	14	B	9	1	intergenic/unannotated	NA
963023	14	B	11	1	intergenic/unannotated	NA
105173	14	B	12	3	gene	ID=gene112;Name=PPE1;gbkey=Gene;gene=PPE1;gene_biotype=protein_coding;locus_tag=ERDMAN_0113
1915400	14	B	12	3	gene	ID=gene1872;Name=PPE22;gbkey=Gene;gene=PPE22;gene_biotype=protein_coding;locus_tag=ERDMAN_1873
4128686	14	B	12	3	gene	ID=gene4056;Name=gshA;gbkey=Gene;gene=gshA;gene_biotype=protein_coding;locus_tag=ERDMAN_4057
1541356	14	C	1	1	intergenic/unannotated	NA
1482829	14	C	2	1	gene	ID=gene1477;Name=ERDMAN_1478;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1478
4075667	14	C	4	1	gene	ID=gene3999;Name=ERDMAN_4000;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4000
1458125	14	C	6	1	intergenic/unannotated	NA
566118	14	C	7	1	gene	ID=gene518;Name=ERDMAN_0519;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0519
1848765	14	C	9	2	intergenic/unannotated	NA
2755241	14	C	9	2	gene	ID=gene2710;Name=lipP;gbkey=Gene;gene=lipP;gene_biotype=protein_coding;locus_tag=ERDMAN_2711
2992817	14	C	12	1	intergenic/unannotated	NA
512157	14	D	1	1	gene	ID=gene466;Name=ERDMAN_0467;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0467
2600775	14	D	2	1	intergenic/unannotated	NA
3857488	14	D	4	1	gene	ID=gene3779;Name=cut3;gbkey=Gene;gene=cut3;gene_biotype=protein_coding;locus_tag=ERDMAN_3780
3290099	14	D	6	3	gene	ID=gene3231;Name=fadD29;gbkey=Gene;gene=fadD29;gene_biotype=protein_coding;locus_tag=ERDMAN_3232
3752225	14	D	6	3	intergenic/unannotated	NA
780921	14	D	6	3	gene	ID=gene748;Name=ERDMAN_0749;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0749
254294	14	D	7	1	gene	ID=gene239;Name=ERDMAN_0240;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0240
4114951	14	D	12	1	gene	ID=gene4043;Name=moxR2;gbkey=Gene;gene=moxR2;gene_biotype=protein_coding;locus_tag=ERDMAN_4044
2670098	14	E	1	1	gene	ID=gene2622;Name=ERDMAN_2623;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2623
440959	14	E	4	1	gene	ID=gene401;Name=mgtE;gbkey=Gene;gene=mgtE;gene_biotype=protein_coding;locus_tag=ERDMAN_0402
121236	14	E	6	1	gene	ID=gene119;Name=ctpB;gbkey=Gene;gene=ctpB;gene_biotype=protein_coding;locus_tag=ERDMAN_0120
2749653	14	E	11	1	intergenic/unannotated	NA
2558780	14	F	1	1	gene	ID=gene2516;Name=ERDMAN_2517;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2517
2423969	14	F	2	1	gene	ID=gene2386;Name=ERDMAN_2387;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2387
1503073	14	F	4	1	gene	ID=gene1493;Name=ERDMAN_1494;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1494
1092725	14	F	8	1	gene	ID=gene1085;Name=ERDMAN_1086;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1086
1533281	14	F	12	1	gene	ID=gene1524;Name=rsfA;gbkey=Gene;gene=rsfA;gene_biotype=protein_coding;locus_tag=ERDMAN_1525
2247496	14	G	1	3	gene	ID=gene2210;Name=fdxA;gbkey=Gene;gene=fdxA;gene_biotype=protein_coding;locus_tag=ERDMAN_2211
2799415	14	G	1	3	gene	ID=gene2746;Name=pdhA;gbkey=Gene;gene=pdhA;gene_biotype=protein_coding;locus_tag=ERDMAN_2747
3110505	14	G	1	3	gene	ID=gene3084;Name=ERDMAN_3085;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3085
2005895	14	G	2	2	intergenic/unannotated	NA
3383202	14	G	2	2	gene	ID=gene3322;Name=TB22.2;gbkey=Gene;gene=TB22.2;gene_biotype=protein_coding;locus_tag=ERDMAN_3323
622642	14	G	4	1	gene	ID=gene580;Name=ERDMAN_0581;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0581
4288472	14	G	9	1	gene	ID=gene4199;Name=ERDMAN_4200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4200
2755785	14	H	1	1	gene	ID=gene2710;Name=lipP;gbkey=Gene;gene=lipP;gene_biotype=protein_coding;locus_tag=ERDMAN_2711
3522017	14	H	2	1	gene	ID=gene3465;Name=ERDMAN_3466;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3466
910466	14	H	3	1	gene	ID=gene900;Name=ERDMAN_0901;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0901
3015079	14	H	4	1	gene	ID=gene2975;Name=ERDMAN_2976;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2976
2218392	14	H	9	1	gene	ID=gene2182;Name=PE_PGRS35;gbkey=Gene;gene=PE_PGRS35;gene_biotype=protein_coding;locus_tag=ERDMAN_2183
4273547	15	A	1	1	gene	ID=gene4190;Name=papA1;gbkey=Gene;gene=papA1;gene_biotype=protein_coding;locus_tag=ERDMAN_4191
2584953	15	A	4	1	gene	ID=gene2548;Name=ERDMAN_2549;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2549
665680	15	A	7	1	gene	ID=gene624;Name=ERDMAN_0625;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0625
2387270	15	A	9	1	gene	ID=gene2349;Name=ERDMAN_2350;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2350
2780957	15	A	10	1	gene	ID=gene2730;Name=lipQ;gbkey=Gene;gene=lipQ;gene_biotype=protein_coding;locus_tag=ERDMAN_2731
992555	15	A	11	1	gene	ID=gene986;Name=ERDMAN_0987;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0987
1649291	15	A	12	2	gene	ID=gene1634;Name=ERDMAN_1635;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1635
963028	15	A	12	2	intergenic/unannotated	NA
1077387	15	B	1	2	gene	ID=gene1074;Name=ERDMAN_1075;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1075
614864	15	B	1	2	gene	ID=gene572;Name=gabP;gbkey=Gene;gene=gabP;gene_biotype=protein_coding;locus_tag=ERDMAN_0573
2596460	15	B	2	2	intergenic/unannotated	NA
3695927	15	B	2	2	intergenic/unannotated	NA
3929803	15	B	3	2	gene	ID=gene3852;Name=ERDMAN_3853;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3853
782053	15	B	3	2	intergenic/unannotated	NA
2577206	15	B	4	1	gene	ID=gene2540;Name=ERDMAN_2541;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2541
1947029	15	B	7	1	intergenic/unannotated	NA
1417123	15	B	9	1	gene	ID=gene1417;Name=ERDMAN_1418;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1418
3847182	15	C	4	2	gene	ID=gene3772;Name=esxU;gbkey=Gene;gene=esxU;gene_biotype=protein_coding;locus_tag=ERDMAN_3773
4274600	15	C	4	2	gene	ID=gene4191;Name=pks2;gbkey=Gene;gene=pks2;gene_biotype=protein_coding;locus_tag=ERDMAN_4192
1916146	15	C	6	2	gene	ID=gene1872;Name=PPE22;gbkey=Gene;gene=PPE22;gene_biotype=protein_coding;locus_tag=ERDMAN_1873
2096908	15	C	6	2	gene	ID=gene2046;Name=modB;gbkey=Gene;gene=modB;gene_biotype=protein_coding;locus_tag=ERDMAN_2047
2435612	15	C	9	1	gene	ID=gene2397;Name=ERDMAN_2398;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2398
2195996	15	C	11	1	gene	ID=gene2159;Name=ERDMAN_2160;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2160
4036980	15	C	12	1	gene	ID=gene3959;Name=ERDMAN_3960;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3960
670125	15	D	4	1	intergenic/unannotated	NA
1261823	15	D	6	2	gene	ID=gene1270;Name=PPE16;gbkey=Gene;gene=PPE16;gene_biotype=protein_coding;locus_tag=ERDMAN_1271
1484646	15	D	6	2	gene	ID=gene1478;Name=ERDMAN_1479;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1479
1972238	15	D	10	3	intergenic/unannotated	NA
2596409	15	D	10	3	intergenic/unannotated	NA
3695876	15	D	10	3	intergenic/unannotated	NA
4337834	15	D	11	1	gene	ID=gene4251;Name=ERDMAN_4252;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4252
2311927	15	E	3	1	gene	ID=gene2273;Name=ERDMAN_2274;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2274
1722855	15	E	4	4	gene	ID=gene1704;Name=fadD24;gbkey=Gene;gene=fadD24;gene_biotype=protein_coding;locus_tag=ERDMAN_1705
2627736	15	E	4	4	gene	ID=gene2588;Name=PPE40;gbkey=Gene;gene=PPE40;gene_biotype=protein_coding;locus_tag=ERDMAN_2589
4122052	15	E	4	4	gene	ID=gene4050;Name=ERDMAN_4051;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4051
519519	15	E	4	4	gene	ID=gene471;Name=def;gbkey=Gene;gene=def;gene_biotype=protein_coding;locus_tag=ERDMAN_0472
3808367	15	E	11	1	gene	ID=gene3728;Name=ERDMAN_3729;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3729
1972289	15	F	2	1	intergenic/unannotated	NA
